Date Raw;Date Parsed;Sales Count;Volume;Volume USD;Cummulative Volume;Cummulative Volume USD
1585440000000;03/29/2020;111;3.606776997478503;474.0220000000001;561.7961332143028;111831.15099999991
1585526400000;03/30/2020;70;1.185278340212444;148.54099999999997;562.9814115545153;111979.69199999991
1585612800000;03/31/2020;92;1.9963258873141272;264.2420000000001;564.9777374418294;112243.9339999999
1585699200000;04/01/2020;24;2.856514331018519;380.59200000000004;567.8342517728479;112624.52599999991
1585785600000;04/02/2020;22;3.680121428959736;501.29200000000014;571.5143732018076;113125.81799999991
1585872000000;04/03/2020;9;3.898163717592592;551.4089999999999;575.4125369194003;113677.22699999991
1585958400000;04/04/2020;27;8.169080314814813;1153.975;583.5816172342151;114831.20199999992
1586044800000;04/05/2020;30;10.131656060681214;1460.992;593.7132732948962;116292.19399999992
1586131200000;04/06/2020;34;1.7109955694444432;244.41799999999992;595.4242688643407;116536.61199999992
1586217600000;04/07/2020;33;2.3034051143121688;391.24699999999996;597.7276739786528;116927.85899999992
1586304000000;04/08/2020;24;4.400555430652008;723.9659999999997;602.1282294093048;117651.82499999992
1586390400000;04/09/2020;14;4.399713720794753;760.288;606.5279431300996;118412.11299999992
1586476800000;04/10/2020;87;2.7752570398148144;472.05400000000003;609.3032001699145;118884.16699999993
1586563200000;04/11/2020;35;0.6264558442129657;98.817;609.9296560141274;118982.98399999992
1586649600000;04/12/2020;11;3.245959375;513.9290000000001;613.1756153891274;119496.91299999993
1586736000000;04/13/2020;8;1.704354878858025;270.7600000000001;614.8799702679854;119767.67299999992
1586822400000;04/14/2020;6;1.3289023520171956;208.241;616.2088726200026;119975.91399999992
1586908800000;04/15/2020;13;6.063672125771605;959.6809999999999;622.2725447457742;120935.59499999991
1586995200000;04/16/2020;9;8.209539583333333;1257.8890000000001;630.4820843291076;122193.48399999991
1587081600000;04/17/2020;18;6.120758769290123;1051.3999999999996;636.6028430983977;123244.8839999999
1587168000000;04/18/2020;13;1.0776700231481482;183.68400000000003;637.6805131215458;123428.5679999999
1587254400000;04/19/2020;11;1.0043354861111111;187.956;638.6848486076569;123616.5239999999
1587340800000;04/20/2020;6;2.069929166666667;372.70799999999997;640.7547777743235;123989.2319999999
1587427200000;04/21/2020;12;2.7540000000000004;470.1189999999999;643.5087777743236;124459.35099999991
1587513600000;04/22/2020;6;1.589935329861111;271.007;645.0987131041846;124730.3579999999
1587600000000;04/23/2020;2;0.5003420138888889;91.201;645.5990551180736;124821.5589999999
1587686400000;04/24/2020;11;1.809280848765432;333.98100000000005;647.408335966839;125155.5399999999
1587772800000;04/25/2020;5;1.972521172839506;369.539;649.3808571396785;125525.07899999991
1587859200000;04/26/2020;1;0.27;52.411;649.6508571396785;125577.4899999999
1587945600000;04/27/2020;32;2.162289141975308;426.4660000000002;651.8131462816538;126003.9559999999
1588032000000;04/28/2020;5;0.58;113.94800000000001;652.3931462816538;126117.90399999991
1588118400000;04/29/2020;8;5.123344102254429;1010.091;657.5164903839083;127127.99499999991
1588204800000;04/30/2020;18;2.801154227292768;603.7850000000001;660.317644611201;127731.77999999991
1588291200000;05/01/2020;14;3.802418287037037;781.609;664.1200628982381;128513.38899999991
1588377600000;05/02/2020;8;0.8458521793981483;179.295;664.9659150776362;128692.6839999999
1588464000000;05/03/2020;5;0.9879043209876543;211.355;665.9538193986239;128904.0389999999
1588550400000;05/04/2020;8;0.9600000000000001;201.62399999999997;666.9138193986239;129105.6629999999
1588636800000;05/05/2020;6;0.2721126736111111;56.282000000000004;667.185932072235;129161.9449999999
1588723200000;05/06/2020;7;0.8800000000000001;180.599;668.065932072235;129342.5439999999
1588809600000;05/07/2020;1;0.94;188.24;669.005932072235;129530.78399999991
1588896000000;05/08/2020;7;2.9970975529100525;636.261;672.0030296251451;130167.04499999991
1588982400000;05/09/2020;7;2.0892500000000003;442.27200000000005;674.0922796251451;130609.31699999991
1589068800000;05/10/2020;3;0.5275816550925926;111.02000000000001;674.6198612802377;130720.33699999991
1589155200000;05/11/2020;15;4.59418822272065;864.336;679.2140495029583;131584.67299999992
1589241600000;05/12/2020;20;1.8606459656084657;345.474;681.0746954685668;131930.1469999999
1589328000000;05/13/2020;17;4.186377777777777;792.5080000000002;685.2610732463446;132722.6549999999
1589414400000;05/14/2020;22;2.9235596254501037;582.8700000000001;688.1846328717947;133305.5249999999
1589500800000;05/15/2020;22;3.3478983495829655;680.3299999999999;691.5325312213777;133985.8549999999
1589587200000;05/16/2020;27;6.174480697200176;1199.5329999999997;697.7070119185778;135185.3879999999
1589673600000;05/17/2020;21;2.9218797098813356;586.0839999999998;700.6288916284591;135771.4719999999
1589760000000;05/18/2020;11;3.623022983796296;749.1300000000001;704.2519146122554;136520.6019999999
1589846400000;05/19/2020;7;4.657895377121914;998.455;708.9098099893773;137519.05699999988
1589932800000;05/20/2020;8;43.57672306680813;9311.766000000001;752.4865330561854;146830.8229999999
1590019200000;05/21/2020;9;5.362;1125.596;757.8485330561854;147956.41899999988
1590105600000;05/22/2020;7;19.669564558256173;3912.6200000000003;777.5180976144416;151869.03899999987
1590192000000;05/23/2020;8;4.979163484380845;1026.8429999999998;782.4972610988224;152895.88199999987
1590278400000;05/24/2020;60;1.921365115740738;396.5890000000004;784.4186262145631;153292.47099999987
1590364800000;05/25/2020;116;2.5845453598765435;518.6799999999998;787.0031715744396;153811.15099999987
1590451200000;05/26/2020;27;17.331833622743055;3532.4039999999995;804.3350051971827;157343.55499999988
1590537600000;05/27/2020;12;0.5104204498456789;102.577;804.8454256470284;157446.13199999987
1590624000000;05/28/2020;28;4.952368267189378;1029.3259999999998;809.7977939142178;158475.45799999987
1590710400000;05/29/2020;36;48.57641804494599;10666.972000000003;858.3742119591637;169142.42999999988
1590796800000;05/30/2020;15;3.772571155294679;831.8170000000001;862.1467831144585;169974.2469999999
1590883200000;05/31/2020;8;2.402061111111111;583.004;864.5488442255696;170557.25099999987
1590969600000;06/01/2020;42;3.4884627307305447;810.4789999999999;868.0373069563002;171367.72999999986
1591056000000;06/02/2020;30;18.784670830853173;4659.434000000001;886.8219777871534;176027.16399999987
1591142400000;06/03/2020;20;8.343395765174897;1979.5969999999998;895.1653735523283;178006.76099999988
1591228800000;06/04/2020;51;6.686907312885798;1632.441000000001;901.8522808652141;179639.20199999987
1591315200000;06/05/2020;16;0.7019006944444444;171.065;902.5541815596586;179810.26699999988
1591401600000;06/06/2020;9;3.0140050895061727;724.105;905.5681866491648;180534.3719999999
1591488000000;06/07/2020;19;1.886642168981481;456.608;907.4548288181462;180990.9799999999
1591574400000;06/08/2020;10;0.9022851099537038;220.362;908.3571139280999;181211.3419999999
1591660800000;06/09/2020;30;2.388858043981482;588.1700000000002;910.7459719720814;181799.5119999999
1591747200000;06/10/2020;28;1.8100988024691351;441.3879999999999;912.5560707745506;182240.8999999999
1591833600000;06/11/2020;12;2.798228799840407;692.6790000000001;915.354299574391;182933.5789999999
1591920000000;06/12/2020;22;1.2445182325526225;288.728;916.5988178069437;183222.3069999999
1592006400000;06/13/2020;26;2.9885863728137867;710.0680000000001;919.5874041797574;183932.3749999999
1592092800000;06/14/2020;5;0.1376401324404762;32.79900000000001;919.7250443121978;183965.1739999999
1592179200000;06/15/2020;3;0.26854241898148146;62.332;919.9935867311793;184027.5059999999
1592265600000;06/16/2020;7;0.8754200310984348;202.23600000000002;920.8690067622778;184229.7419999999
1592352000000;06/17/2020;9;5.877958020833333;1383.0159999999998;926.7469647831111;185612.7579999999
1592438400000;06/18/2020;1;0.35;81.852;927.0969647831112;185694.60999999993
1592524800000;06/19/2020;10;4.45344744967794;1031.795;931.5504122327891;186726.40499999994
1592611200000;06/20/2020;9;2.9804116023662552;682.394;934.5308238351554;187408.79899999994
1592697600000;06/21/2020;11;4.150726781400966;949.9739999999999;938.6815506165564;188358.77299999993
1592784000000;06/22/2020;2;0.20500000000000002;46.697;938.8865506165564;188405.4699999999
1592870400000;06/23/2020;0;0;0;938.8865506165564;188405.4699999999
1592956800000;06/24/2020;5;1.8728135493827163;455.24199999999996;940.7593641659391;188860.7119999999
1593043200000;06/25/2020;16;1.371415902777778;321.682;942.130780068717;189182.3939999999
1593129600000;06/26/2020;2;4.1;953.8599999999999;946.230780068717;190136.2539999999
1593216000000;06/27/2020;15;1.323845547196502;304.002;947.5546256159134;190440.2559999999
1593302400000;06/28/2020;1;0.16;35.364;947.7146256159134;190475.6199999999
1593388800000;06/29/2020;4;0.322;72.48899999999999;948.0366256159134;190548.1089999999
